STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,1978,,77.856,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,1978,,10.673,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1978,,567.859,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1978,,9.316,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1978,,27.202,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,1976,,0.826,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1976,,244.564,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1976,,21.952,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1976,,591.098,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1976,,4.487,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,1976,,8.038,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1976,,1.765,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1976,,78.048,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1979,,800.703,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1979,,4.252,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1979,,6.135,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1979,,1.764,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1979,,0.488,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1979,,292.739,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,1975,,4.933,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,1975,,8.017,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1975,,1.757,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1975,,78.087,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1975,,116.683,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1975,,90.929,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1977,,143.314,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1977,,90.341,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,1977,,68.369,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,1977,,10.561,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1977,,504.038,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1977,,25.193,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1977,,9.659,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1977,,647.352,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1977,,4.378,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,1972,,43.643,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,1972,,12.937,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1972,,251.146,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1972,,12.976,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1972,,19.174,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,1972,,4.088,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1972,,4.845,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1972,,0.53,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1973,,140.388,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,1973,,0.812,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1973,,162.33,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1973,,24.098,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,1973,,4.019,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1974,,5.674,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1974,,0.505,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,1974,,103.369,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1974,,89.141,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,1974,,0.794,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,1974,,196.733,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1974,,22.832,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,2022,,18.455,,P,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,2022,,882.561,,P,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,2022,,13.907,,P,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,2022,,86.502,,P,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,2022,,10.947,,P,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,2022,,1.708,,P,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,2022,,1.578,,P,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1992,,1.835,,B,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1992,,7.159,,B,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,1992,,1.006,,B,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,1992,,20.405,,B,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,1997,,75.685,,B,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,1997,,1130.88,,B,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,1997,,6.776,,B,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,1997,,5.129,,B,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,1997,,1.648,,B,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,2019,,20.714,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,2019,,687.656,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,2019,,1.56,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,2019,,16.024,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,2019,,3479.872,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,2019,,79.286,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,2017,,4038.964,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,2017,,808.201,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,2017,,1.41,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,2017,,1.77,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,2017,,9.566,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,2017,,20.01,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,2020,,846.18,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,12.693,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,2020,,12.159,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,2020,,12.282,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,2020,,6945.909,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,2020,,10.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,2020,,4997.928,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,2020,,16.931,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,2020,,853.125,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,2020,,85.098,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,2020,,12.742,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,2018,,2.012,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,USD_CAP,US dollars/capita,A,Annual,2018,,648.99,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,2018,,1.497,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_HEALTHXP,% of health spending,A,Annual,2018,,15.884,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,2018,,3322.345,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,2018,,79.325,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,2018,,4188.275,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,2018,,865.93,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,2018,,11.481,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,2018,,9.731,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,2018,,13.037,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,2018,,6290.078,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,2018,,7.719,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_HEALTHXP,% of health spending,A,Annual,2013,,80.087,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,USD_CAP,US dollars/capita,A,Annual,2013,,2928.702,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,9.873,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,PC_GDP,% of GDP,A,Annual,2013,,10.999,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,2013,,13.19,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,2013,,4951.934,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,2013,,7.907,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,2013,,800.741,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_HEALTHXP,% of health spending,A,Annual,2005,,12.513,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,TOT,Total,USD_CAP,US dollars/capita,A,Annual,2005,,2707.551,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,USD_CAP,US dollars/capita,A,Annual,2005,,495.323,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,HEALTHEXP,Health spending,OOPEXP,Out-of-pocket,PC_GDP,% of GDP,A,Annual,2005,,1.04,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,COMPULSORY,Government/compulsory,PC_GDP,% of GDP,A,Annual,2005,,7.769,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,HEALTHEXP,Health spending,VOLUNTARY,Voluntary,PC_GDP,% of GDP,A,Annual,2005,,2.543,,A,,,,,,,
